City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,kargasok,59.0556,80.8572,23.36,59,30,4.2,RU,1690349551
295,karratha,-20.7377,116.8463,20.92,65,86,6.1,AU,1690349552
296,mlandizi,-6.7,38.7333,25.13,69,52,2.19,TZ,1690349552
297,balatonboglar,46.7752,17.6441,17.19,84,96,7.28,HU,1690349552
298,coquimbo,-29.9533,-71.3436,12.85,94,75,1.54,CL,1690349552
299,dame-marie,18.5667,-74.4167,26.9,79,60,2.32,HT,1690349552
300,hami,42.8,93.45,37.78,8,0,2.64,CN,1690349553
301,kalajoki,64.25,23.95,16.62,79,12,1.45,FI,1690349553
302,brooks,50.5834,-111.8851,16.13,73,32,0.51,CA,1690349553
303,ciranjang-hilir,-6.82,107.2572,28.46,49,64,2.48,ID,1690349553
304,phra phutthabat,14.7253,100.7954,34.26,57,83,3.65,TH,1690349553
305,tucuma,-0.1833,-50.05,24.87,88,50,2.55,BR,1690349553
306,lamu,-2.2717,40.902,26.12,74,25,6.38,KE,1690349554
307,iskateley,67.6803,53.1512,20.13,65,77,1.4,RU,1690349554
308,porto belo,-27.1578,-48.5531,19.33,88,25,1.33,BR,1690349554
309,yanam,16.7333,82.2167,24.86,94,100,5.42,IN,1690349554
310,lata,40.1629,-8.3327,13.37,81,0,1.75,PT,1690349554
311,oranjemund,-28.55,16.4333,13.24,75,60,5.62,NA,1690349554
312,kiffa,16.6166,-11.4045,28.28,63,97,4.78,MR,1690349555
313,nicoya,10.1483,-85.452,24.46,83,100,1.83,CR,1690349555
314,badger,64.8,-147.5333,27.93,60,75,2.57,US,1690349555
315,tomatlan,19.9333,-105.25,24.82,86,100,1.21,MX,1690349555
316,cabedelo,-6.9811,-34.8339,21.37,84,13,5.47,BR,1690349555
317,morehead city,34.7229,-76.726,29.0,86,96,0.89,US,1690349479
318,remire-montjoly,4.9167,-52.2667,24.02,100,100,0.0,GF,1690349555
319,visby,57.6409,18.296,16.69,82,20,4.63,SE,1690349556
320,carutapera,-1.195,-46.02,24.23,90,34,2.37,BR,1690349556
321,duck lake,52.8168,-106.2344,18.63,63,1,4.38,CA,1690349556
322,keflavik,64.0049,-22.5624,12.24,82,75,5.14,IS,1690349556
323,bamboo flat,11.7,92.7167,31.05,74,75,6.17,IN,1690349556
324,batang berjuntai,3.3833,101.4167,33.74,62,59,2.76,MY,1690349556
325,nemuro,43.3236,145.575,18.88,96,78,3.22,JP,1690349557
326,mili,6.0815,171.735,27.57,76,100,3.35,MH,1690349557
327,hasaki,35.7333,140.8333,35.73,74,29,5.35,JP,1690349557
328,sambava,-14.2667,50.1667,23.64,71,24,5.43,MG,1690349557
329,saint-francois,46.4154,3.9054,13.69,88,75,1.54,FR,1690349557
330,unai,-16.3575,-46.9061,18.08,44,1,0.65,BR,1690349557
331,kapuskasing,49.4169,-82.4331,17.05,72,20,3.09,CA,1690349522
332,noshiro,40.2039,140.0242,27.46,77,12,3.97,JP,1690349557
333,lalganj,25.8667,85.1833,33.97,44,57,4.77,IN,1690349557
334,caibarien,22.5206,-79.4669,25.62,78,30,5.32,CU,1690349558
335,dhidhdhoo,6.8833,73.1,28.09,73,100,4.44,MV,1690349558
336,qina,26.1642,32.7267,34.78,20,2,0.97,EG,1690349558
337,baley,51.6,116.6333,29.72,27,40,3.65,RU,1690349558
338,kununurra,-15.7667,128.7333,24.99,29,24,3.6,AU,1690349290
339,tabou,4.423,-7.3528,24.51,90,100,3.21,CI,1690349558
340,nilgiri,21.4581,86.7669,31.35,70,58,8.74,IN,1690349558
341,sorong,-0.8833,131.25,29.4,69,81,5.24,ID,1690349559
342,the pas,53.8251,-101.2541,20.01,64,100,3.6,CA,1690349559
343,kotabumi,-4.8333,104.9,30.85,63,93,2.9,ID,1690349559
344,sao joao do piaui,-8.3581,-42.2467,23.22,63,34,4.12,BR,1690349559
345,khanpur mahar,27.8436,69.4137,33.06,60,100,1.31,PK,1690349559
346,moussoro,13.6408,16.4901,29.79,51,93,6.01,TD,1690349559
347,otterberg,49.5,7.7667,13.49,71,100,2.06,DE,1690349518
348,luchegorsk,46.4764,134.2569,31.27,43,65,2.7,RU,1690349559
349,tagiura,32.8817,13.3506,32.16,48,0,3.88,LY,1690349560
350,taroudant,30.4703,-8.877,19.4,80,0,0.64,MA,1690349560
351,kailua-kona,19.6406,-155.9956,27.98,83,100,4.63,US,1690349262
352,tralee,52.2704,-9.7026,14.57,97,100,2.3,IE,1690349560
353,zanesville,39.9404,-82.0132,21.16,95,0,0.0,US,1690349419
354,forster,-32.1667,152.5167,19.05,58,0,3.08,AU,1690349560
355,baracoa,20.3467,-74.4958,26.81,88,84,4.32,CU,1690349560
356,amurzet,47.6967,131.0981,30.67,48,2,5.29,RU,1690349560
357,kristiansund,63.1115,7.732,15.36,88,0,2.06,NO,1690349561
358,nadym,65.5333,72.5167,24.53,63,81,6.62,RU,1690349561
359,brantford,43.1334,-80.2664,22.21,89,22,2.45,CA,1690349561
360,claiborne,32.516,-92.1918,25.84,76,0,0.0,US,1690349561
361,ketchikan,55.3422,-131.6461,18.26,68,75,2.57,US,1690349561
362,mananjary,-21.2167,48.3333,19.49,83,87,4.69,MG,1690349561
363,black point,-34.6187,137.8972,15.18,56,0,2.31,AU,1690349561
364,torghay,49.6339,63.4981,29.25,37,70,3.52,KZ,1690349437
365,inhambane,-23.865,35.3833,15.99,88,40,0.0,MZ,1690349562
366,beaufort west,-32.3567,22.583,13.86,39,86,4.14,ZA,1690349562
367,mareeba,-17.0,145.4333,22.47,81,78,4.3,AU,1690349562
368,mejit,10.2753,170.8646,28.24,81,100,8.8,MH,1690349562
369,dryden,49.7833,-92.7503,18.16,88,100,2.06,CA,1690349562
370,caleta de carquin,-11.0925,-77.6267,18.73,85,33,3.76,PE,1690349562
371,soller,39.7662,2.7152,23.91,80,21,0.45,ES,1690349563
372,bikenibeu village,1.3673,173.1241,28.98,74,40,1.54,KI,1690349563
373,chibougamau,49.9168,-74.3659,13.79,82,0,2.18,CA,1690349563
374,mamuju,-2.6748,118.8885,29.64,67,11,1.79,ID,1690349564
375,xiangxiang,27.7333,112.5333,32.75,62,99,2.81,CN,1690349564
376,kalmunai,7.4167,81.8167,31.76,52,98,2.27,LK,1690349564
377,adrar,20.5022,-10.0711,34.0,22,94,5.23,MR,1690349564
378,quelimane,-17.8786,36.8883,18.97,94,75,1.54,MZ,1690349564
379,bongaree,-27.0797,153.1586,21.52,74,71,7.57,AU,1690349565
380,kudahuvadhoo,2.6708,72.8944,28.28,77,97,2.73,MV,1690349565
381,mil'kovo,55.6078,37.7956,21.22,74,84,4.17,RU,1690349565
382,ozersk,55.7556,60.7028,22.96,40,4,2.09,RU,1690349565
383,east london,-33.0153,27.9116,8.52,71,0,1.54,ZA,1690349565
384,sirte,31.2089,16.5887,31.96,30,0,3.11,LY,1690349565
385,port lincoln,-34.7333,135.8667,16.62,49,0,2.84,AU,1690349565
386,westport,41.1415,-73.3579,21.38,92,40,2.06,US,1690349566
387,strezhevoy,60.7333,77.5889,24.48,49,89,1.77,RU,1690349566
388,puloypuloy,6.6352,124.096,29.64,69,74,3.52,PH,1690349566
389,sao jose da coroa grande,-8.8978,-35.1478,23.32,81,36,3.78,BR,1690349566
390,oromocto,45.8351,-66.4792,18.96,93,100,1.03,CA,1690349566
391,kilindoni,-7.9139,39.6668,24.99,77,17,7.95,TZ,1690349566
392,aljezur,37.3191,-8.8033,14.53,89,0,3.05,PT,1690349566
393,kapa'a,22.0752,-159.319,27.99,86,100,6.17,US,1690349566
394,ellenabad,29.45,74.65,29.69,75,100,4.5,IN,1690349567
395,wamba,8.9333,8.6,22.74,93,70,1.02,NG,1690349567
396,vozhega,60.4725,40.2213,13.26,94,94,3.57,RU,1690349567
397,porto novo,6.4965,2.6036,24.9,95,41,1.76,BJ,1690349567
398,glace bay,46.1969,-59.957,20.15,84,0,2.68,CA,1690349567
399,hualien city,23.9769,121.6044,27.71,93,100,4.91,TW,1690349567
400,aitape,-3.1374,142.3475,29.19,68,54,3.89,PG,1690349567
401,nieuw nickerie,5.95,-56.9833,25.72,86,100,4.45,SR,1690349568
402,brasileia,-11.0161,-68.7481,22.33,64,23,1.04,BR,1690349568
403,antofagasta,-23.65,-70.4,17.6,83,29,1.22,CL,1690349425
404,onega,63.9061,38.1404,15.0,86,23,2.17,RU,1690349317
405,phichit,16.25,100.4167,31.98,59,91,3.61,TH,1690349568
406,maquoketa,42.0689,-90.6657,26.35,85,98,5.48,US,1690349568
407,luwuk,-0.9516,122.7875,28.18,75,91,3.27,ID,1690349568
408,teresina,-5.0892,-42.8019,23.84,83,0,0.0,BR,1690349414
409,salalah,17.0151,54.0924,26.05,94,100,5.14,OM,1690349568
410,veinticinco de mayo,-35.4323,-60.1727,9.99,97,100,0.89,AR,1690349569
411,luderitz,-26.6481,15.1594,13.31,69,99,1.53,NA,1690349569
412,mount pearl,47.5166,-52.7813,19.19,91,0,5.14,CA,1690349569
413,sandwip,22.4678,91.4561,33.02,86,98,9.61,BD,1690349569
414,bereznik,62.8551,42.7072,16.68,70,83,2.22,RU,1690349569
415,el limon,10.3059,-67.6321,23.62,93,99,0.66,VE,1690349569
416,sarria,42.7815,-7.4143,12.48,96,10,1.0,ES,1690349569
417,gunjur,13.2019,-16.7339,26.35,84,100,2.56,GM,1690349569
418,ceeldheer,3.8488,47.1806,27.17,66,69,10.11,SO,1690349570
419,pingliang,35.5392,106.6861,29.53,42,100,4.82,CN,1690349533
420,tahe,52.3333,124.7333,31.18,30,16,1.07,CN,1690349570
421,kayangel,8.0823,134.7173,26.36,81,100,4.34,PW,1690349570
422,port-vila,-17.7338,168.3219,22.78,68,75,8.23,VU,1690349489
423,chateaubelair,13.2833,-61.25,26.37,84,25,5.12,VC,1690349570
424,labe,11.3182,-12.2833,17.98,97,100,1.01,GN,1690349570
425,meybod,32.2501,54.0166,37.01,8,25,1.87,IR,1690349570
426,axim,4.8699,-2.2405,24.04,93,99,2.78,GH,1690349570
427,sake,-1.5736,29.045,21.61,60,69,1.2,CD,1690349571
428,ormara,25.2088,64.6357,28.9,81,93,2.95,PK,1690349571
429,vereshchagino,58.0789,54.6557,19.58,66,56,2.36,RU,1690349571
430,alakurtti,66.9672,30.3491,16.3,73,18,1.26,RU,1690349571
431,namibe,-15.1961,12.1522,15.59,85,2,2.56,AO,1690349571
432,ola,59.5833,151.2833,23.97,89,97,3.4,RU,1690349571
433,el calafate,-50.3408,-72.2768,-5.17,65,0,1.92,AR,1690349571
434,kashgar,39.4547,75.9797,29.56,34,0,2.0,CN,1690349571
435,ponta delgada,37.7333,-25.6667,19.4,88,20,1.54,PT,1690349572
436,palmas,-10.2128,-48.3603,19.93,68,0,2.57,BR,1690349407
437,salym,60.0625,71.4789,19.66,84,95,2.99,RU,1690349572
438,khowai,24.1,91.6333,32.88,75,100,2.02,IN,1690349572
439,road town,18.4167,-64.6167,28.05,81,100,9.18,VG,1690349572
440,kerikeri,-35.2268,173.9474,12.17,75,8,4.02,NZ,1690349572
441,novo aripuana,-5.1206,-60.3797,23.15,57,7,0.85,BR,1690349572
442,newberg,45.3001,-122.9732,21.04,60,0,4.12,US,1690349572
443,kyren,51.6828,102.1408,24.17,49,73,1.96,RU,1690349572
444,korla,41.7597,86.1469,36.99,16,66,4.08,CN,1690349572
445,masuguru,-11.3667,38.4167,23.59,52,68,3.0,TZ,1690349573
446,at taj,24.2049,23.2857,30.13,17,3,3.66,LY,1690349404
447,san antonio,29.4241,-98.4936,30.29,66,0,5.66,US,1690349402
448,jiaojiang,28.6803,121.4428,29.44,66,81,4.77,CN,1690349573
449,katsuren-haebaru,26.3369,127.8719,30.43,74,75,5.66,JP,1690349573
450,acarau,-2.8856,-40.12,25.35,84,35,7.15,BR,1690349502
451,thurso,58.5927,-3.5259,10.48,84,12,2.93,GB,1690349573
452,argostolion,38.1811,20.489,28.04,89,40,0.0,GR,1690349573
453,birjand,32.8663,59.2211,33.26,9,0,7.2,IR,1690349573
454,bryne,58.7354,5.6477,13.81,93,100,4.63,NO,1690349574
455,ippy,6.2679,21.2247,20.37,99,100,1.38,CF,1690349574
456,itamaraca,-7.7478,-34.8256,23.03,81,12,4.17,BR,1690349574
457,dunedin,-45.8742,170.5036,8.22,50,72,1.34,NZ,1690349425
458,skovorodino,53.9833,123.9167,30.71,31,25,1.24,RU,1690349457
459,randazzo,37.8774,14.9501,27.24,62,23,2.9,IT,1690349574
460,saint-joseph,-21.3667,55.6167,25.26,71,4,2.19,RE,1690349574
461,sarupathar,26.1984,93.8094,31.12,97,100,2.43,IN,1690349574
462,al fqih ben calah,32.5009,-6.6906,20.66,61,0,2.87,MA,1690349574
463,dukhan,25.4297,50.7858,34.71,58,80,2.68,QA,1690349574
464,casas grandes,30.3667,-107.95,26.93,23,1,2.36,MX,1690349575
465,cafayate,-26.073,-65.9761,12.94,38,99,0.99,AR,1690349575
466,apaxtla de castrejon,18.15,-99.8667,17.44,94,78,0.63,MX,1690349575
467,papparappatti,12.2167,78.0667,25.8,73,100,5.99,IN,1690349575
468,sao vicente,-23.9631,-46.3919,23.48,26,10,1.87,BR,1690349575
469,wainwright,52.839,-110.8572,14.96,70,78,5.73,CA,1690349575
470,ulety,51.3572,112.4849,16.6,95,86,8.1,RU,1690349575
471,chegdomyn,51.1167,133.0167,23.62,84,83,1.97,RU,1690349575
472,urangan,-25.3,152.9,19.38,68,37,6.17,AU,1690349576
473,sao joao da barra,-21.6403,-41.0511,21.86,88,85,7.78,BR,1690349466
474,horta,38.5333,-28.6333,19.45,88,13,1.34,PT,1690349576
475,menaka,15.9182,2.4022,32.38,43,78,3.58,ML,1690349576
476,constitucion,-35.3333,-72.4167,8.58,83,22,2.86,CL,1690349576
477,yetkul',54.8221,61.588,24.36,46,15,1.34,RU,1690349576
478,santa maria,-29.6842,-53.8069,16.03,98,100,1.34,BR,1690349281
479,noumea,-22.2763,166.4572,22.78,97,56,7.16,NC,1690349455
480,luena,-11.7833,19.9167,15.1,55,64,2.57,AO,1690349576
481,fort irwin,35.2627,-116.6848,35.74,17,0,8.75,US,1690349577
482,ribeira brava,32.65,-17.0667,21.67,61,17,1.34,PT,1690349577
483,kiunga,-6.1219,141.2906,25.93,81,98,0.97,PG,1690349577
484,visakhapatnam,17.69,83.2093,28.94,84,75,5.14,IN,1690349558
485,andovoranto,-18.95,49.1,21.39,82,54,6.03,MG,1690349577
486,bealanana,-14.55,48.7333,18.61,54,33,3.06,MG,1690349577
487,mzimba,-11.9,33.6,16.13,60,39,5.67,MW,1690349577
488,sodo,6.8642,37.7628,16.49,83,100,2.59,ET,1690349577
489,cambridge,43.3601,-80.3127,21.63,91,0,2.06,CA,1690349459
490,la rioja,42.25,-2.5,11.88,80,1,1.68,ES,1690349578
491,magadan,59.5667,150.8,23.63,87,100,3.36,RU,1690349578
492,gizo,-8.103,156.8419,26.48,86,100,6.91,SB,1690349578
493,al khaburah,23.9886,57.0984,32.77,70,98,3.74,OM,1690349578
494,springbok,-29.6643,17.8865,6.06,82,17,2.99,ZA,1690349578
495,gadzhiyevo,69.2551,33.3362,10.86,92,99,2.78,RU,1690349578
496,linghai,41.1653,121.3667,29.68,67,0,6.14,CN,1690349578
497,chipata,-13.6333,32.65,16.36,48,5,3.65,ZM,1690349578
498,posto fiscal rolim de moura,-13.0833,-62.2667,21.44,54,0,0.9,BR,1690349578
499,elbeuf,49.2867,1.0029,13.71,90,75,3.09,FR,1690349579
500,salinopolis,-0.6136,-47.3561,25.73,84,60,3.69,BR,1690349579
501,xining,36.6167,101.7667,21.15,57,94,3.84,CN,1690349579
502,papao,-17.75,-149.55,24.82,87,2,3.35,PF,1690349579
503,macau,22.2006,113.5461,39.36,70,40,2.06,MO,1690349579
504,susuman,62.7833,148.1667,18.73,61,100,4.3,RU,1690349579
505,manggar,-2.8833,108.2667,29.42,70,58,6.04,ID,1690349579
506,tadmur,34.5608,38.2805,32.61,22,0,4.1,SY,1690349579
507,braganca,-1.0536,-46.7656,22.7,96,91,0.85,BR,1690349579
508,lompoc,34.6391,-120.4579,19.08,91,100,2.06,US,1690349491
509,gaspe,48.8334,-64.4819,17.95,100,75,0.0,CA,1690349523
510,alice springs,-23.7,133.8833,21.75,30,75,6.69,AU,1690349580
511,san antonio de pale,-1.4014,5.6325,22.76,89,76,3.96,GQ,1690349580
512,nizhneangarsk,55.7833,109.55,13.98,78,80,2.48,RU,1690349580
513,ta`u,-14.2336,-169.5144,25.69,68,95,4.46,AS,1690349580
514,buncrana,55.1333,-7.45,10.87,94,99,2.21,IE,1690349580
515,katsuura,35.1333,140.3,28.83,73,16,4.22,JP,1690349580
516,hatillo,18.4863,-66.8254,27.27,93,95,1.34,PR,1690349580
517,"las vegas, santa barbara",36.175,-115.1372,38.88,15,75,3.09,US,1690349350
518,island harbour,50.724,-1.2758,12.18,91,36,2.2,GB,1690349581
519,kone,-21.0595,164.8658,21.34,52,1,5.32,NC,1690349581
520,zintan,31.9223,12.252,31.14,11,0,4.6,LY,1690349581
521,dovhe,48.3653,23.279,19.58,86,98,0.9,UA,1690349581
522,rethel,49.5,4.3333,11.93,77,59,2.83,FR,1690349581
523,hotan,37.0997,79.9269,32.41,23,22,2.31,CN,1690349581
524,mhamid,29.82,-5.72,31.8,14,0,1.95,MA,1690349581
525,cuatro cienegas de carranza,26.9833,-102.0833,27.93,35,2,2.83,MX,1690349581
526,port blair,11.6667,92.75,31.02,74,75,6.17,IN,1690349582
527,al ghayzah,16.2079,52.176,27.44,76,90,4.34,YE,1690349582
528,ashburton,-37.8626,145.0794,15.72,65,100,0.89,AU,1690349582
529,lidkoping,58.5052,13.1577,13.56,89,26,5.16,SE,1690349582
530,coyhaique,-45.5752,-72.0662,2.18,96,99,2.21,CL,1690349582
531,esmeraldas,-19.7625,-44.3139,18.48,84,42,2.14,BR,1690349582
532,sidi amrane,33.4989,6.008,32.24,14,3,1.49,DZ,1690349582
533,alofi,-19.0595,-169.9187,21.94,73,25,1.54,NU,1690349583
534,filadelfia,39.9523,-75.1638,21.5,93,0,0.0,US,1690349329
535,valle hermoso,25.6667,-97.8333,29.92,76,32,6.37,MX,1690349583
536,panama city beach,30.1766,-85.8055,27.77,87,0,0.45,US,1690349493
537,suoyarvi,62.0833,32.35,14.26,87,100,0.63,RU,1690349583
538,ugoofaaru,5.6667,73.0,28.08,76,99,2.57,MV,1690349584
539,rio grande,-32.035,-52.0986,15.53,99,100,3.37,BR,1690349362
540,novodvinsk,64.4165,40.8122,18.06,67,48,2.94,RU,1690349584
541,omutinskiy,56.4745,67.6709,23.2,50,23,4.82,RU,1690349584
542,kirov,58.5966,49.6601,18.26,70,87,1.63,RU,1690349584
543,kuytun,54.3419,101.5036,19.6,75,99,3.82,RU,1690349584
544,gumdag,39.2061,54.5906,30.68,51,78,5.36,TM,1690349584
545,aksu,41.1231,80.2644,34.67,20,18,3.92,CN,1690349585
546,purwodadi,-7.0868,110.9158,33.5,37,12,3.34,ID,1690349585
547,villa gesell,-37.2639,-56.973,10.59,93,100,2.19,AR,1690349585
548,brisas de zicatela,15.8369,-97.0419,25.29,69,75,2.57,MX,1690349585
549,karachi,24.9056,67.0822,30.9,70,75,2.06,PK,1690349421
550,holualoa,19.6228,-155.9522,25.91,84,100,4.63,US,1690349585
551,nouadhibou,20.931,-17.0347,21.99,78,21,5.66,MR,1690349585
552,taseyevo,57.2169,94.8978,25.33,54,100,2.01,RU,1690349587
553,kaohsiung,22.6163,120.3133,28.35,93,75,3.6,TW,1690349587
554,borogontsy,62.6683,131.1683,24.05,46,68,4.77,RU,1690349587
555,happy valley-goose bay,53.3168,-60.3315,18.17,88,100,3.09,CA,1690349587
556,mangai,-4.05,19.5333,24.81,56,25,0.69,CD,1690349587
557,solleftea,63.1667,17.2667,13.92,84,100,1.21,SE,1690349587
558,watsa,3.0372,29.5355,19.6,94,99,0.93,CD,1690349588
559,byron bay,-28.65,153.6167,17.62,65,52,4.82,AU,1690349542
560,sao gotardo,-19.3111,-46.0489,13.73,65,0,1.34,BR,1690349588
561,santa ana,33.7456,-117.8678,29.67,75,0,2.06,US,1690349537
562,oamaru,-45.0784,170.9801,7.99,58,54,3.72,NZ,1690349588
563,crane,31.3974,-102.3501,29.21,34,59,3.29,US,1690349588
564,nioki,-2.7167,17.6833,25.48,64,54,1.33,CD,1690349589
565,les avirons,-21.2418,55.3394,24.1,53,0,3.09,RE,1690349589
566,maysville,38.6412,-83.7444,23.01,94,0,1.54,US,1690349455
567,thaon-les-vosges,48.25,6.4167,11.08,96,79,2.8,FR,1690349589
568,nguigmi,14.2495,13.1092,31.18,44,97,7.26,NE,1690349589
569,kruisfontein,-34.0033,24.7314,13.5,29,19,4.05,ZA,1690349589
570,kargil,34.5667,76.1,19.81,40,21,1.0,IN,1690349590
571,tindouf,27.6711,-8.1474,24.25,41,0,7.72,DZ,1690349590
572,yaiza,28.9633,-13.7631,21.87,68,75,8.23,ES,1690349590
573,sarakhs,36.5449,61.1577,37.9,20,0,10.41,IR,1690349590
574,bodaybo,57.8506,114.1933,29.62,42,10,1.19,RU,1690349590
575,pitkyaranta,61.5734,31.4792,16.22,82,88,1.42,RU,1690349590
576,sanya,18.2431,109.505,31.09,74,0,5.0,CN,1690349590
577,taoudenni,22.6783,-3.9836,36.59,9,48,2.45,ML,1690349591
578,lospalos,-8.5186,127.0025,22.14,72,80,4.37,TL,1690349591
579,ma'an,26.9775,110.7211,31.02,67,91,3.11,CN,1690349591
580,muroto-misakicho,33.2833,134.15,28.83,74,50,3.25,JP,1690349591
581,machico,32.7,-16.7667,21.67,79,40,6.69,PT,1690349591
582,kyzyl,51.7,94.45,26.56,32,75,0.94,RU,1690349591
583,la villa del rosario,10.3258,-72.3134,24.16,93,98,2.14,VE,1690349591
584,dogonbadan,30.3586,50.7981,35.05,18,0,2.06,IR,1690349592
585,mehran,33.1222,46.1646,41.63,9,0,4.96,IR,1690349592
586,smara,26.7384,-11.6719,19.15,77,0,3.94,EH,1690349592
587,al burayqah,30.4062,19.5739,28.29,71,0,2.09,LY,1690349592
588,nuku'alofa,-21.1333,-175.2,20.19,83,100,4.12,TO,1690349592
589,puerto aysen,-45.4,-72.7,2.24,99,98,1.67,CL,1690349592
590,prior lake,44.7133,-93.4227,27.93,76,0,2.57,US,1690349592
